Name,Observed Wavelength of H-alpha,Apparent Mag,RA J2000.0,Dec J2000.0,Redshift,Radial Velocity,Distance in parsecs,Absolute Magnitude,Luminosity,Visible Mass
PGC037802,6600.721974016449,11.787044565538622,11.997055555555555,21.448888888888888,0.0057783223649126025,1732297.464893522,16055837.73089826,-19.24112028587833,4022056011.7404785,2.503347163089768e+41
PGC1380373,6580.784596154554,13.574158644020985,12.015583333333334,10.498888888888889,0.0027403846154923084,821546.639743824,17563317.38065982,-17.64887410290799,928003557.6581498,1.6464558488328984e+41
IC0755,6580.812006516166,14.80934336601333,12.019583333333333,14.104166666666666,0.0027445612415684106,822798.7607413256,16305564.6295117,-16.252335844800974,256409633.50086787,1.1401072748781502e+41
UGC07003,6578.883215121597,12.768359951272371,12.02263888888889,14.45,0.002450663607240333,734690.466545726,17011989.31082534,-18.385415554532713,1828800036.8959875,1.998601712105652e+41
NGC4037,6594.666701687346,13.33698812860699,12.02325,13.401111111111112,0.004855656379494366,1455689.1612119968,17301081.54441703,-17.85337813677412,1120343644.1895022,1.7374886600817212e+41
PGC037931,6599.674322470045,15.029043627009592,12.024305555555557,14.034444444444444,0.005618687522101151,1684440.1429846333,18108450.23268707,-16.260362792370664,258312318.18719923,1.1425180824246542e+41
PGC037954,6583.356799498603,13.729484501203878,12.028972222222222,5.8213888888888885,0.003132321493661827,939046.3598311106,15642231.766490582,-17.24200908088224,637974958.5362636,1.4792828746874365e+41
PGC1351666,6592.399172524435,15.067929363741154,12.029194444444446,8.683055555555555,0.004510143920953613,1352107.1319964414,18950110.0923339,-16.320129323176193,272930285.3568561,1.1606293343687784e+41
NGC4045,6564.363246816536,15.15468384327706,12.045083333333332,1.9769444444444446,0.00023819814965198027,71410.00877521902,16939297.838091608,-15.989793177439484,201334069.08191198,1.0639980709845296e+41
NGC4049,6601.81367963543,13.905899090475875,12.048472222222221,18.752222222222223,0.005944669902393729,1782167.202037236,14511924.06042737,-16.902725895017248,466756482.16585684,1.352932122530349e+41
PGC3091844,6595.104425205894,12.289417369924138,12.050777777777778,6.501388888888889,0.004922354057093514,1475684.621922337,17131721.514296502,-18.879587660488355,2882936417.277495,2.2761614685724444e+41
PGC1374673,6591.351703511005,13.532316637215857,12.054194444444445,10.107777777777777,0.004350536891419177,1304258.148298234,16866391.659166224,-17.60279426768909,889442151.1950538,1.6266114398234895e+41
AGC225882,6582.567013256795,13.269347836913289,12.057305555555557,13.459444444444443,0.003011978615346189,902968.4725380705,16341195.702158274,-17.79707131875979,1063722945.5563395,1.7119335921171026e+41
PGC038113,6575.005794680451,14.657189627686948,12.06,16.055555555555557,0.0018598455964604632,557567.6828633584,16827822.20171897,-16.472949945960757,314181043.9210522,1.208255433953139e+41
UGC07035,6576.55172426079,14.558708671370535,12.06113888888889,2.641388888888889,0.00209540504979433,628186.6303834546,15758540.985485192,-16.428871356552936,301681405.423154,1.1943213719502118e+41
UGC07039,6611.06984336249,14.278006999868282,12.06402777777778,16.554444444444446,0.00735506847115408,2204994.055725584,17068696.267170567,-16.882994751693403,458350701.82557845,1.3459254972909349e+41
UGC07038,6579.745567275182,9.384553439423968,12.06402777777778,14.550277777777778,0.0025820636428326438,774083.2061972324,16308708.978947962,-21.677544475676065,37933052340.36089,4.753019109605263e+41
NGC4064,6606.337972908315,14.862155318801292,12.069777777777778,18.44361111111111,0.006634054505441966,1988839.5066924214,16113142.36732428,-16.17374590275724,238505479.49667445,1.1167706950511176e+41
NGC4067,6589.060022867245,12.678174430829216,12.069861111111111,10.854444444444445,0.004001344375456295,1199572.8656225174,15182819.280827,-18.22858768270607,1582832915.8880303,1.9177989201842087e+41
PGC1382204,6573.251954895253,15.066342713112604,12.079749999999999,10.626666666666667,0.0015926060363340433,477451.2782582202,16854220.07509294,-16.067200589143177,216212219.82787567,1.085893921097518e+41
NGC4078,6599.016026711826,13.744558698339862,12.079888888888888,10.595555555555556,0.005518380372985021,1654368.8161961362,15541142.017491603,-17.212855947238,621072613.0060105,1.4679776478599348e+41
SDSSJ120459.57+142420.4,6603.278845102417,13.764687879067992,12.083222222222222,14.405833333333334,0.006167923005792719,1849096.7986613475,18237767.603801318,-17.540170507811474,839591828.604291,1.6000251943372437e+41
PGC1137065,6574.165080840853,12.674026314881388,12.083944444444445,0.6922222222222222,0.001731742677036241,519163.39377219486,16341440.579758173,-18.392425380697425,1840645495.2307088,2.0022918429191525e+41
PGC3292163,6567.182112285108,14.924825649049136,12.085305555555555,0.11055555555555556,0.000667719919105858,200177.39580430635,17008964.884176277,-16.228563773578937,250856587.1156271,1.132997388189581e+41
SDSSJ120527.06+123243.2,6601.502490219155,14.624524935836089,12.090861111111112,12.545277777777777,0.005897252730413083,1767951.8914977494,16799884.67784278,-16.5020065668562,322702720.54789466,1.21752955876006e+41
PGC1402698,6610.260645266344,10.203379964789214,12.111305555555555,12.034444444444444,0.007231767731203709,2168029.4238226432,14733011.882505147,-20.638077730809115,14562337506.206926,3.615541584465072e+41
PGC166122,6601.71813673114,12.510239842799876,12.115027777777778,17.340277777777775,0.005930111649164793,1777802.747517547,19405605.180290002,-18.929396112848835,3018272488.418418,2.3061920026938722e+41
PGC3291470,6594.806926336828,15.281776769032705,12.11586111111111,0.6630555555555556,0.004877022968371447,1462094.7034105323,18213944.661570136,-16.020243294710824,207060528.3651969,1.0725581665739928e+41
PGC2806927,6567.982280695789,14.939889902781085,12.125166666666667,18.683888888888887,0.000789644769883191,236729.5465101262,16771133.17614736,-16.18292213521103,240529780.0174544,1.119470674839922e+41
NGC4116,6600.163822775438,14.6108082565271,12.126916666666666,2.6919444444444447,0.005693274635131029,1706800.7969349844,17951000.14245236,-16.65963499530026,373124698.99332565,1.2690951698638583e+41
PGC1560780,6598.328182197484,14.388576373639012,12.128111111111112,18.480277777777776,0.005413570762096143,1622947.685325736,16796016.24049014,-16.737455055842744,400850124.0534473,1.2953523353044298e+41
NGC4119,6580.725865752072,12.668857816403296,12.136,10.37888888888889,0.002731435629925061,818863.8013640123,16548350.277633876,-18.42491570858691,1896558675.6686556,2.0194846591432643e+41
NGC4123,6563.2271666816505,10.726174727943649,12.136416666666666,2.8783333333333334,6.508909027402865e-05,19513.218362234944,17998082.719799563,-20.549956489639463,13427111515.507147,3.532664238790962e+41
PGC1580851,6582.761479910543,13.00489436451646,12.136694444444444,19.110555555555557,0.0030416102746606555,911851.820518573,16639315.602062372,-18.10078293144685,1407061799.8112671,1.8543717925499917e+41
PGC1229057,6586.360112822586,13.109983933102932,12.13888888888889,2.5055555555555555,0.0035899483181851544,1076239.4304016936,15734001.198004128,-17.87421196140093,1142049122.8017595,1.7470405578734258e+41
PGC038539,6594.463247953762,14.599859318914802,12.138972222222222,13.68388888888889,0.004824655322996696,1446395.2782839634,17357346.706546016,-16.59755737319822,352389491.7515534,1.2485317929467018e+41
AGC226030,6593.275932107026,11.177153690121903,12.139083333333334,12.501388888888888,0.004643739273942016,1392158.0112462123,16407736.228369692,-19.898089638255605,7366070231.506081,2.975796942747319e+41
PGC3122921,6570.635441447421,12.844651492782448,12.140055555555556,3.013333333333333,0.0011939174509996153,357927.44728426926,16645005.492859652,-18.26176822126802,1631951652.954357,1.9346175862098283e+41
AGC220133,6579.344421306193,14.824113210667498,12.142138888888889,15.095833333333333,0.0025209394322838197,755758.6288734908,17257986.690805715,-16.36083743798013,283357671.6037848,1.1731293461935855e+41
UGC07133,6577.070145996352,14.472043025147002,12.155472222222222,18.997222222222224,0.0021743990364404553,651868.4318073157,16608983.467703838,-16.629672238893065,362968465.6229581,1.2591279839761873e+41
SDSSJ120920.02+242649.5,6586.549823049383,13.316640240179613,12.155555555555557,24.446944444444444,0.003618855221762418,1084905.5020782903,16428212.345894495,-17.761311298677764,1029258635.6117048,1.6958992747142513e+41
PGC1728559,6591.347073389897,12.30565393960272,12.155888888888889,25.200833333333332,0.004349831381406766,1304046.6417174698,18742969.330392018,-19.058538033084062,3399501312.879059,2.38591264224868e+41
IC3019,6599.3946102362015,14.182510616786075,12.156194444444445,13.9925,0.005576066653897982,1671662.7281439113,15652948.89460305,-16.79047021978611,420908879.68115085,1.3135505429770002e+41
IC3017,6589.702036329912,13.18849869014473,12.156944444444445,13.574444444444444,0.004099170526286278,1228900.4078365169,16102608.318749294,-17.845982456067485,1112738161.3400285,1.7341104611067836e+41
UGC07138,6598.343411273088,14.926473045141798,12.158,26.226388888888888,0.005415891277059881,1623643.3582105408,16567493.666542344,-16.16981102105882,237642661.92253676,1.1156149062188963e+41
GR10,6585.304496273618,10.742184337133356,12.161833333333334,20.047222222222224,0.0034290998161787822,1028018.2626195853,17937018.79884778,-20.52656697937314,13140950874.35681,3.510987433914754e+41
UGC07143,6571.996509967224,15.034240868804286,12.162972222222223,25.02611111111111,0.0014013088875515223,420101.8358163165,15889382.275302112,-15.971294199472272,197932759.64768767,1.0588310579659725e+41
EVCC0116,6585.326926718206,11.396130113563206,12.163111111111112,13.015,0.003432517632444343,1029042.8981588301,19475376.658565678,-20.051299215375412,8482418315.654082,3.098225037163378e+41
SDSSJ120950.58+125411.4,6578.062475908332,12.868636100721602,12.164055555555557,12.903055555555556,0.0023256043012633842,697198.6298111224,16399867.882509638,-18.205565646185136,1549623730.6751223,1.906215426580649e+41
IC3021,6594.404249505589,14.372292938142216,12.165166666666668,13.049722222222222,0.004815665494238619,1443700.1954235805,18004940.82221586,-16.904665553313677,467591083.84820735,1.3536228706552864e+41
SDSSJ120958.86+250106.3,6589.301297846855,14.924326762419444,12.166361111111112,25.01833333333333,0.004038108405993501,1210594.4447032537,16284388.191653179,-16.134530470881376,230044676.87729675,1.1053052823382234e+41
IC3023,6595.369338646792,14.095577573242323,12.167166666666667,14.366666666666667,0.004962719974217045,1487786.0194362244,18042824.899537954,-17.185945098950107,605868034.2015383,1.4576186531535198e+41
PGC1397674,6580.125371662514,12.524361277442658,12.167583333333333,11.71361111111111,0.002639935951501471,791432.8878631947,16042695.326286983,-18.50202540108696,2036151836.887915,2.0608818512098346e+41
IC3025,6603.8536420171495,13.388566659371676,12.173083333333333,10.188611111111111,0.006255507103240854,1875353.8505170352,16064390.803808978,-17.64075464473123,921089555.8201761,1.6429416940398965e+41
PGC038728,6587.455497119724,12.043503878709656,12.173416666666666,13.170555555555556,0.0037568563905228114,1126277.2116678415,16554356.873136073,-19.051057687964985,3376160427.90039,2.3812206592351948e+41
SDSSJ121032.03+142923.1,6583.262520710774,14.239708714069389,12.175555555555555,14.489722222222222,0.0031179558588976253,934739.6508744203,15623282.60004665,-16.72915272855009,397796622.5016067,1.292525366176331e+41
PGC038747,6582.015015190845,13.821215645913757,12.176583333333333,11.760833333333334,0.0029278684693796464,877752.8851360219,16625848.26675293,-17.282703417397084,662340584.465208,1.4952093731185216e+41
UGC07170,6597.176051406736,14.9069733127372,12.176944444444445,18.828333333333333,0.005238016000294943,1570317.6917717496,15592150.703037767,-16.05755680587547,214300272.03996682,1.0831416480170356e+41
NGC4152,6598.755438967798,12.269795478363749,12.177083333333332,16.033055555555556,0.005478673579538906,1642465.0189896272,16960839.171827447,-18.87744120188772,2877242593.2633095,2.274876150629123e+41
AGC224696,6587.11016696647,12.670472102778966,12.177222222222222,13.021944444444445,0.0037042370583395545,1110502.3327343045,16988450.589272078,-18.480296754128375,1995807735.9015446,2.0491314588427482e+41
PGC038754,6601.81970538138,12.207581200043563,12.178027777777777,14.64611111111111,0.005945588069327101,1782442.461559046,16874107.900727946,-18.92852290923993,3015846017.9050565,2.3056621334362278e+41
SDSSJ121044.99+075205.0,6590.073044185261,11.09596796379327,12.179166666666665,7.868055555555556,0.004155702472307787,1245848.2588898286,17432192.26359412,-20.1107920721905,8960181952.485546,3.147111593517942e+41
PGC1696046,6622.749816375477,11.458359954636345,12.179527777777777,23.915277777777778,0.009134792523842972,2738541.904042908,17475843.29016718,-19.7538307535552,6449592880.747628,2.864946811422177e+41
PGC038771,6594.555047708678,13.252858987728274,12.180277777777777,15.2525,0.004838643217632388,1450588.7435990425,17651625.189927008,-17.981064498149927,1260160316.6775565,1.7968619233790763e+41
PGC038779,6602.346793547725,11.986119836848497,12.181833333333334,15.946388888888889,0.006025902594582355,1806520.1504984219,17477699.658094913,-19.226301523311392,3967533563.0574865,2.4936041307162474e+41
PGC1724251,6599.835902381446,12.77535668963788,12.182166666666665,25.059444444444445,0.005643308097374122,1691821.2057630916,16676988.59082187,-18.33523146859084,1746194385.2089128,1.9723815481582467e+41
PGC038784,6564.782527632881,12.713018668934096,12.182527777777777,9.219444444444445,0.00030208563919065234,90562.9962994668,17255831.9894101,-18.471660849203126,1979996122.1075158,2.04447997065878e+41
SDSSJ121058.17+241438.5,6589.151413501772,14.025364123503788,12.182833333333333,24.24416666666667,0.004015269930787602,1203747.642084305,17904517.34794898,-17.239448967645853,636472416.7270837,1.4782866168377955e+41
IC0767,6596.323138201425,14.38359940962842,12.184083333333334,12.10388888888889,0.0051080542148815855,1531356.1286766108,16851094.749828707,-16.74954119307468,405337213.1522046,1.299478759664954e+41
UGC07178,6569.182253284547,13.880114830700006,12.184333333333333,2.0055555555555555,0.0009724893771785315,291544.98076324107,15388381.101042144,-17.055849835752465,537452310.5609479,1.4085617385174326e+41
IC3032,6600.429367123559,13.748390740219648,12.185472222222222,14.274722222222223,0.005733736686103441,1718931.014651725,17155228.57379802,-17.42359180432011,754113510.7847997,1.5516849247470866e+41
PGC1537492,6589.600167072307,15.073765181820775,12.185722222222223,17.63138888888889,0.004083648301381526,1224246.9618786925,17129907.39068854,-16.095009893420766,221821663.24913043,1.0938697390705684e+41
IC3033,6608.346795902428,12.912194457781531,12.186111111111112,13.5875,0.00694014687365585,2080603.6901343027,16121294.73310699,-18.124805131816856,1438540365.5296314,1.8661313412109137e+41
NGC4158,6580.666007702196,14.396180800550802,12.186166666666667,20.175555555555558,0.002722314820228444,816129.4514061135,17254078.25809425,-16.788278016973642,420059882.7278596,1.3127929954376952e+41
PGC1674681,6566.297656573784,14.71920775357912,12.186666666666667,22.705,0.0005329518763002028,159774.95299174974,16326820.085818788,-16.345300281659306,279331628.0863127,1.1683426315859395e+41
PGC1565426,6601.017557798007,14.717526774229952,12.188416666666667,18.634722222222223,0.005823361644116343,1745799.9011125597,17918595.967246953,-16.548993110780657,336974660.4041497,1.2326773169293193e+41
UGC07184,6570.0716145142505,12.523092582801093,12.18886111111111,1.4922222222222223,0.0011080048933762576,332171.5104612962,15631019.608902752,-18.446843956711866,1935252257.2543883,2.0311717326654934e+41
UGC07186,6584.77478578301,14.021622423296789,12.189555555555556,18.016666666666666,0.0033483857169211984,1003820.7844078982,18438935.462928753,-17.307056798056657,677364948.0359755,1.5048224246110825e+41
UGC07185,6573.490019340215,13.138581219123116,12.190944444444444,2.9255555555555555,0.0016288808649076447,488326.19827982876,17753010.09887037,-18.10777878149345,1416157356.0998363,1.8577887908624133e+41
PGC038837,6586.333184905413,14.713771583925777,12.193944444444444,16.47861111111111,0.0035858452040917754,1075009.347742185,17097719.501248907,-16.450919355733504,307870262.7180508,1.2012709513075399e+41
SDSSJ121140.31+125824.5,6583.0369407036615,11.370918536877117,12.194527777777777,12.973611111111111,0.003083583333891138,924435.0271150589,17552893.292585816,-19.850825026516507,7052287528.78282,2.939013786832608e+41
SDSSJ121141.87+131146.7,6577.410706887315,12.55028744663188,12.194972222222223,13.196388888888889,0.002226291657115187,667425.4481114551,18082034.07359398,-18.7359489698085,2525687343.364896,2.1917308309024464e+41
PGC038844,6594.586762987235,14.028317907814817,12.196027777777777,13.024166666666668,0.004843475801065811,1452037.5156650385,15991325.0599739,-16.99110434912533,506339419.8315788,1.3847660358764128e+41
SDSSJ121145.94+131707.9,6575.155223560549,15.163115846413618,12.196083333333334,13.285555555555556,0.0018826146706509839,564393.6795813189,17598269.05994774,-16.064233920304318,215622247.3030109,1.0850465091268553e+41
PGC1410554,6603.568223690543,14.397772763197077,12.196333333333333,12.493888888888888,0.006212016774934881,1862315.7780949608,17032832.87827691,-16.758661663077078,408756493.79323655,1.302601352178381e+41
PGC1538667,6591.18968405724,13.122083174467214,12.197194444444445,17.67666666666667,0.004325849341323851,1296857.006973158,16043639.6307265,-17.904431317415963,1174282332.9120252,1.760988938591246e+41
NGC4162,6613.1597859896265,14.724890966946482,12.197916666666666,24.12361111111111,0.007673521361252211,2300463.8304053065,15417859.123798827,-16.21522939862232,247794555.24258614,1.1290286955470308e+41
PGC1441122,6579.761091578201,14.726016501723285,12.198305555555557,13.808333333333334,0.002584429142774569,774792.365239221,19938571.407026883,-16.772453688347625,413982016.2024372,1.3073376124337389e+41
PGC038859,6569.474160794292,13.653905529984485,12.199361111111111,20.02777777777778,0.0010169684881897734,304879.48278295615,17197537.660842452,-17.52342581593063,826742619.128087,1.5929903396797469e+41
GAMA220751,6580.583686546849,14.658316659742315,12.199527777777778,1.4930555555555556,0.002709771217597412,812368.973941181,18070553.739745203,-16.62654064496358,361923062.3634617,1.258090780369094e+41
SDSSJ121201.19+102354.4,6581.802772538536,13.545490265728889,12.200333333333333,10.398333333333333,0.002895528210296927,868057.5193732567,18160040.394267175,-17.75009378531424,1018679377.2350806,1.6909005014007926e+41
PGC038872,6577.657892971114,12.756692335116398,12.20122222222222,12.74111111111111,0.0022639563861635015,678717.0498127533,19557603.497847345,-18.699885850826348,2443173675.4563646,2.171029464254789e+41
PGC038878,6581.745060214109,13.55448968405755,12.20186111111111,25.309444444444445,0.0028867343533414136,865421.1873812629,15707480.726035753,-17.426042993364923,755817942.2331651,1.5526861413871554e+41
SDSSJ121210.92+025255.6,6593.227972233941,12.995638170872088,12.203027777777777,2.8822222222222225,0.004636431436877642,1389967.17681002,17861021.589220744,-18.26389330622227,1635148960.0487561,1.9356997686995522e+41
PGC038883,6588.585237026156,15.126395010900438,12.203055555555554,12.893333333333333,0.003928999364014807,1177884.3768184357,16422413.861139374,-15.950789952019285,194229852.70065597,1.0531332606363197e+41
NGC4165,6581.839784259793,11.46748613559214,12.203277777777776,13.246388888888887,0.0029011678338197733,869748.2359713654,16659474.534243876,-19.640820359222303,5812033966.042649,2.7810006472110656e+41
MRK1313,6577.385582045914,13.82457795248004,12.204083333333333,0.07222222222222222,0.002222463284865306,666277.7309845242,15828696.950960977,-17.172647869368078,598493099.9138215,1.4525270669622474e+41
IC3036,6579.878762803525,14.07521638534194,12.204194444444443,12.488055555555555,0.0026023591764985365,780167.6541213521,16710723.20244234,-17.03975984259106,529546298.92347527,1.4026103229222508e+41
PGC1140236,6566.83760276975,13.749135757900383,12.204416666666665,0.5647222222222222,0.0006152256307903059,184440.0040792263,15103809.062898532,-17.146296676044074,584142318.9629512,1.4424895279905165e+41
PGC038893,6584.326794749557,14.913603982610688,12.205277777777777,15.483055555555556,0.0032801235371422433,983356.2977435275,15716136.42098611,-16.06812496723054,216396377.7670294,1.0861580996171068e+41
AGC229200,6577.832458547667,15.161059438923507,12.205916666666665,2.9397222222222226,0.002290555639005598,686691.305203249,17434968.938411493,-16.04604645101344,212040383.1961041,1.079865797805077e+41
SDSSJ121222.40+223529.1,6603.800899756508,11.770045432202584,12.206222222222221,22.591388888888886,0.006247470554718859,1872944.5538817903,17243572.233389933,-19.413090770989612,4712336644.021168,2.619237326980208e+41
PGC038899,6576.498939219173,12.585705262580728,12.206305555555554,6.979444444444445,0.0020873619825643175,625775.3794887098,15893472.118676597,-18.420388659346035,1888667311.4815888,2.0170802700480167e+41
PGC135791,6582.287097016061,12.634154274065692,12.207083333333333,2.8099999999999996,0.0029693266618000536,890181.7385459727,17740260.057528846,-18.610645635634356,2250392409.267917,2.1206394477400903e+41
IC0769,6598.762381126709,14.380260530469194,12.208972222222222,12.123611111111112,0.005479731383968511,1642782.1407796617,16698105.892058473,-16.73307552368783,399236472.31690484,1.2938603208434197e+41
PGC038926,6583.213183729074,12.586657077345905,12.210027777777777,6.501944444444445,0.0031104381863038544,932485.9093290945,17538638.69915175,-18.63332233063491,2297888397.2351937,2.13333205043396e+41
PGC3294258,6571.456551212763,14.311845416199596,12.210472222222222,0.35888888888888887,0.0013190332194739085,395436.2110497365,16909374.6862354,-16.82879232157068,436030559.9690619,1.3268641403411542e+41
PGC1415716,6605.723590625757,13.849404155467411,12.21186111111111,12.762777777777778,0.006540438627682832,1960774.172591183,17001434.01923552,-17.303023616240168,674853409.6912673,1.5032261403067244e+41
PGC1760270,6626.403186023506,14.696941970399568,12.212499999999999,26.040277777777778,0.00969147102204948,2905429.919335986,16025086.684972938,-16.32705996679608,274678069.6935483,1.162748041084583e+41
NGC4178,6578.90863696561,13.27540545029725,12.21286111111111,10.865833333333333,0.0024545372349622507,735851.7509218567,16325873.722117677,-17.788976714611522,1055821948.3589317,1.7082908561142926e+41
IC3044,6584.710857820421,13.936726555088748,12.213472222222222,13.976111111111111,0.0033386447583989565,1000900.5185092393,16212809.925006716,-17.112564900760127,566273137.4615574,1.4297417820663444e+41
PGC038947,6583.536732591701,11.361718555365734,12.213638888888887,13.347222222222223,0.003159738616398622,947265.806447662,15960208.940759996,-19.65347430740993,5880167846.3436165,2.790276589989626e+41
NGC4179,6571.868968531951,14.022136244706132,12.214472222222222,1.299722222222222,0.001381874890588053,414275.67009787343,15969883.665524501,-16.994372517700498,507865845.5230938,1.3859574843202515e+41
PGC1589647,6600.341186243185,14.788901280405517,12.216,19.361944444444447,0.005720300213808871,1714902.861595687,17032127.22927824,-16.3674431826145,285086907.54949534,1.1751703924209e+41
PGC091181,6587.557093638904,12.937075477476256,12.21661111111111,7.2988888888888885,0.0037723370571864923,1130918.198778425,18533122.301556665,-18.40266748099276,1858091054.1131346,2.0076957694064867e+41
NGC4180,6572.706917809198,13.444684921088722,12.217527777777779,7.038888888888889,0.0015095565626253027,452553.6723994704,17532194.168736868,-17.77449643797216,1041834116.984817,1.7017937624273515e+41
AGC749454,6592.795354429364,14.583068807979352,12.218083333333334,25.1125,0.004570511737271188,1370204.9480343796,14860281.634650972,-16.277066393657485,262317072.8441134,1.1475511837543648e+41
