Cepheid ID,Galaxy_ID,Period,Apparent Magnitude,Absolute Magnitude,Distance in parsecs
XYZ753775,UGC08056,4.482295353719815,30.372971074336235,-0.6872700778577636,16294769.836521259
XYZ360563,SDSSJ124420.88+060522.5,21.56450423877868,29.07129531581716,-1.8812992445355745,15506683.117368957
XYZ196726,PGC043698,12.48710136385096,29.510547127947547,-1.4660244513029765,15678853.993763354
XYZ655478,PGC041959,9.316528699943213,30.051216395904262,-1.2433906286914858,18151871.35251988
XYZ622714,[SDV2005]230,11.34393626367934,29.537966034258364,-1.393046419141713,15353326.679012531
XYZ950401,PGC041942,11.264684498659078,29.59067294753299,-1.3877176200303833,15691993.281412344
XYZ852098,PGC038926,12.374607653158868,29.82728465849176,-1.459145964275749,18083651.318393536
XYZ786564,PGC3090638,3.4581755000322505,30.71053432685827,-0.4901082441420774,17383151.45968676
XYZ786585,PGC1289492,8.042567790067283,30.080078402951905,-1.131626304999385,17471932.43519765
XYZ426141,IC3633,5.791503876233746,30.150935685095867,-0.8820472108222361,16091501.837983986
XYZ753825,PGC039164,4.356075886680086,30.561960027485416,-0.6655592529829342,17599642.90426522
XYZ557220,PGC041137,5.571454373468,30.1980389675308,-0.852604623296398,16222908.480206724
XYZ688306,NGC4502,4.336080292243462,30.219960394726364,-0.6620622157213432,15010823.625030408
XYZ491705,PGC041695,6.349583384911137,29.98051861543313,-0.9519729947603044,15363788.572919456
XYZ983229,PGC042679,4.567096812667826,30.48016529856285,-0.7015159592097715,17232022.441998698
XYZ327871,SDSSJ124942.06+052922.2,1.5018154795169971,31.06154937392866,0.14385393213100478,15259457.30264571
XYZ131264,PGC041840,6.010167160023133,30.15767259525937,-0.9102164268523245,16352260.777725605
XYZ884928,PGC042257,2.742620812108427,30.623512379970236,-0.3138996685839173,15398641.554665891
XYZ622784,NGC4270,10.13923439527084,29.81221760443694,-1.3077109173542865,16748877.429537624
XYZ786629,PGC043211,2.7980470816096004,30.677583766512843,-0.3291072696820138,15897843.12696843
XYZ819398,PGC039561,8.755129594988594,30.1485581694151,-1.196151033440751,18575556.80087596
XYZ524492,PGC1227738,4.531992163168937,30.1254111383066,-0.6956510461396315,14595280.196819033
XYZ721104,NGC4394,6.854093628049217,30.307402480600032,-1.0100867955743926,18344161.078237385
XYZ164049,NGC4237,20.57676514781015,29.10444356152087,-1.8456617738648127,15488917.518739859
XYZ196818,PGC038859,7.490746359912956,30.226450567531757,-1.077599419889766,18230979.28018659
XYZ393431,PGC041571,14.41497056600086,29.63907213253488,-1.5751508020165546,17492206.147536002
XYZ655577,SDSSJ124451.77+162505.5,12.095400248910783,29.835557706250636,-1.4417997636524316,18008249.288527627
XYZ819419,NGC4483,26.56085864153962,29.200020468712182,-2.0396935627118893,17698758.620063696
XYZ983259,PGC041631,37.335967841624345,28.638145659857656,-2.298516883272936,15393327.476655778
XYZ852188,IC3032,10.285654299737798,29.847757747557697,-1.3186087605699,17110917.66823695
XYZ983277,NGC4565,11.015152647794029,29.686882900726467,-1.3706911416587406,16274768.080398347
XYZ229613,PGC038113,9.851509662148636,29.70485040703956,-1.285829728033013,15781054.766741568
XYZ688386,PGC1294753,81.088361448824,27.9777796359026,-2.8880260815939964,14899138.026408318
XYZ721161,NGC4571,16.268438131529376,29.67891989881969,-1.6670905166527474,18586691.17777884
XYZ131338,PGC042155,11.444287619639612,29.845882570450964,-1.3997407669118642,17746988.483284146
XYZ917772,PGC041027,1.373815780611534,31.189269650620336,0.2115643536125846,15687042.00303747
XYZ131341,IC3806,7.248178646769205,30.03882831213603,-1.0525787406943827,16530325.697241627
XYZ819470,PGC040083,18.748591384872853,29.30441673105342,-1.7749404057366942,16438849.799262743
XYZ524563,PGC038899,6.3238370239392,30.00490955078625,-0.9488847244600682,15515252.758269766
XYZ426267,NGC4293,7.809234923299627,30.185733716087142,-1.1092483022761135,18155006.28822975
XYZ360753,UGC07642,10.494587502569196,29.89881903649963,-1.333893716657877,17641786.039655913
XYZ196917,IC3383,1.7554759534960758,31.20146528612097,0.025230874422762617,17188852.400351316
XYZ164151,NGC4366,3.5224261539259665,30.608241822421085,-0.5041005617918268,16690466.554760717
XYZ688444,IC0800,11.130726176711608,29.707856365305343,-1.3786245917311881,16492868.314259756
XYZ688446,PGC039893,2.628758397352573,30.746588269837908,-0.28167026010778357,16056530.40361827
XYZ229697,PGC039052,4.102256202765823,30.574578332764855,-0.6199278656660576,17334097.68570452
XYZ459077,PGC041831,3.9448437731373,30.79769917457695,-0.5901874027838165,18948608.177880704
XYZ688478,IC3066,6.08753599483488,30.07357349760808,-0.919938564122633,15801649.062077811
XYZ459104,UGC07424,18.533439389991337,29.22487135709743,-1.7661675026234922,15783661.993488895
XYZ885093,PGC039620,1.5499311812477736,31.44992494199968,0.11988398745714374,18450502.1698519
XYZ786798,PGC039488,4.069092370144418,30.47530256092491,-0.613758137107344,16512473.726594973
XYZ622970,NGC4668,2.9997237174019955,30.69810432959916,-0.3820081013451468,16444568.650067715
XYZ950655,PGC043739,2.624000136415101,30.778847198851697,-0.2802931976718583,16286511.838485235
XYZ524675,PGC038771,13.900310342243454,29.6071800383083,-1.5475170244238214,17019210.606249306
XYZ164228,NGC4402,18.53493964972272,29.27566745683686,-1.7662290281802961,16157690.947357982
XYZ688517,IC3036,2.1384031052969097,31.01380422583188,-0.12474876602570134,16893148.44587036
XYZ688524,PGC039080,3.0551920840208537,30.89075532715495,-0.39593460551923504,18085810.9359483
XYZ229777,IC3292,28.810066065374816,29.051332617368956,-2.1014780527500947,17004432.16741665
XYZ426388,NGC4045,34.576028620286834,28.92167093905955,-2.2401449282566155,17075096.76283791
XYZ197015,PGC040739,3.955790511384248,30.43094133010361,-0.5922936810558845,16019427.904278554
XYZ524696,PGC041102,3.73972638230032,30.508688363746963,-0.5496011672652461,16280131.413597604
XYZ721318,PGC042779,7.547145835687488,30.27275359165988,-1.0833008372230346,18672861.921218906
XYZ983467,NGC4200,2.992528110652336,30.485330382335302,-0.3801826499748225,14897129.958933007
XYZ164271,NGC4049,4.575001689606035,30.07101505739347,-0.702830403004288,14281344.387637604
XYZ557487,UGC08030,6.862622700085712,30.19357658726628,-1.0110320405476338,17414929.696402468
XYZ950705,NGC4591,18.95205725859159,29.334759819025034,-1.7831446704977434,16733273.052574536
XYZ688562,PGC3296254,2.984696253967878,30.778120728756143,-0.37819079315282383,17031868.854851536
XYZ623029,SDSSJ122431.27+062916.5,5.933278624407263,30.201897644784395,-0.9004298538027091,16613666.938260255
XYZ328118,NGC4754,9.25980272371603,30.04795079741162,-1.2387485117901162,18085889.031562123
XYZ655804,PGC135806,18.890810677192206,29.228723072928897,-1.780684354531502,15917742.8890638
XYZ786877,SDSSJ123524.43+050253.8,3.526478461146976,30.694763904243267,-0.5049744854024782,17375914.78032446
XYZ164291,KDG130,1.2852807401876656,31.095677840570666,0.26219743313132865,14678986.85222277
XYZ786899,PGC1189866,7.243837993145438,29.798453738051577,-1.052123418295253,14795015.731102336
XYZ393691,PGC040969,13.053075480917569,29.647660229692956,-1.4997172021877343,16961938.58396236
XYZ590302,NGC4636,4.509845066567208,30.52971963353685,-0.6919275262407674,17552114.04030717
XYZ229857,PGC041782,32.11461864562164,28.68923417920293,-2.1840131200239474,14950284.589365475
XYZ917987,UGC07596,10.951348835040948,29.83879877956513,-1.366275644045692,17418665.71952731
XYZ459238,AGC232135,4.387110427590964,30.479707379496038,-0.6709552302503075,16987619.388064917
XYZ426477,NGC4624,15.329133775560454,29.40380861302712,-1.6218868879985908,16037589.764943104
XYZ721391,PGC040285,12.93367436975304,29.72561587239548,-1.492732431479438,17525469.47630674
XYZ360954,PGC158230,2.6422636779861444,30.91190919165463,-0.2855652149205114,17357808.044777814
XYZ885244,PGC041918,13.534946006116597,29.69325247152113,-1.5272711983438365,17543035.167127594
XYZ983550,NGC4641,25.483051611014336,29.270591396727728,-2.008206953987293,18020202.630168524
XYZ721412,NGC4624,6.28631232708009,30.12419281381985,-0.9443610542141874,16357268.162731424
XYZ164359,IC0782,5.791945918238827,30.48975005085871,-0.8821052228859081,18809231.63274345
XYZ524816,PGC1140236,3.546376503638241,30.42044544392714,-0.509251191859843,15344026.05055785
XYZ492051,PGC3294258,5.496470845359877,30.385146612886302,-0.8423055299450006,17599098.76648751
XYZ983582,PGC039985,11.90742220551031,29.97144261793469,-1.4298942980007914,19066342.19013847
XYZ819745,PGC042980,16.100066768742288,29.763861379542515,-1.6591829620487595,19257897.38786182
XYZ295459,PGC041544,5.797659647933831,30.270759554856323,-0.8828546747871437,17010725.870201882
XYZ524845,PGC040547,9.205873536402608,29.818250998496307,-1.2343088223852172,16237230.810568262
XYZ918074,PGC040235,3.631562975069409,30.517256169680092,-0.5272931604774316,16177442.543256447
XYZ426563,SDSSJ122155.85+174052.5,6.7321718755893,30.252748441848038,-0.9964445628867766,17776186.61861349
XYZ492105,KDG177,13.119805309816757,29.489480643344333,-1.5035930089887042,15798459.11034678
XYZ655946,PGC1126897,5.796147500723391,30.340261875901327,-0.8826564031017532,17562391.564833198
XYZ590413,PGC1097431,41.56327261843335,28.51292432891358,-2.3800435190510303,15086676.2090772
XYZ295502,PGC041391,8.285622347702317,29.872676411832806,-1.1542566146026982,16046732.216502545
XYZ754255,PGC040787,6.420015573185278,30.385160997083545,-0.9603577622310189,18582483.329368837
XYZ492112,IC3461,7.750089152913334,30.28207388417016,-1.1034696341473624,18928173.30466239
XYZ295507,NGC4396,10.297881277865098,29.6528310072865,-1.3195117692131122,15648350.146558499
XYZ819800,NGC4660,2.6361159814274253,30.81935292521778,-0.28379467921162266,16619942.651675256
XYZ721516,PGC041942,23.369034873626656,29.12292172921304,-1.9423821901343101,16332805.258923082
XYZ590444,PGC042193,13.139587149549538,29.68087500488278,-1.5047381916987281,17263253.15789482
XYZ459374,PGC039421,21.52049169780904,29.222054554334036,-1.8797463454567633,16609638.48446031
XYZ230006,PGC041937,15.594759119959477,29.516506273134024,-1.634944950009632,16993789.90034323
XYZ721534,UGC07421,1.988736805090952,31.17390653646428,-0.06959717936576698,17729673.71317642
XYZ623245,PGC5065931,9.19934330003398,29.8065135051602,-1.2337694599743454,16145689.380170805
XYZ426653,NGC4641,5.728843702342505,30.3331191694456,-0.8737787820142462,17433299.45953793
XYZ131744,PGC038837,4.480429872641707,30.44948068396828,-0.6869536727633021,16876674.387331996
XYZ656035,IC3066,7.115707405743992,30.02363388226482,-1.0385585260581214,16309418.679884935
XYZ623273,PGC1233057,2.612914625640381,31.101112409947124,-0.2770752902376356,18864162.984865483
XYZ492208,PGC041191,29.622578144996236,29.00511926897979,-2.122617565598015,16809212.476627212
XYZ688820,PGC041595,5.438084480610665,30.169445538815275,-0.834188313389296,15875476.536510566
XYZ557749,PGC3292163,8.214533810314869,30.135166473262423,-1.1477071332966817,18054053.343325973
XYZ950967,PGC043119,29.538430688319178,28.778384769825383,-2.120455352911836,15127530.058366902
XYZ524998,PGC042666,4.00485414779734,30.63826480060179,-0.6016630359390431,17700501.341470167
XYZ295625,NGC4411,4.499335067406246,30.52069177831068,-0.6901541115446157,17465023.646124586
XYZ557774,PGC038754,3.12577347108109,30.78177830477441,-0.41329443434871355,17338620.770068232
XYZ557779,PGC040424,9.5756722751927,30.052318569453167,-1.2642440743636632,18336334.74490303
XYZ754389,PGC039564,10.19503004264844,29.60995884627417,-1.311882161777683,15288617.016351799
XYZ590552,UGC08011,3.269202141121073,30.685286692873795,-0.44739508071697404,16847534.512999047
XYZ361184,PGC043580,3.5623988862734506,30.502897808590223,-0.5126774946292438,15963020.105617328
XYZ852705,UGC07424,6.082448844317219,30.256405091132063,-0.919303120140742,17184687.629199184
XYZ131812,NGC4598,3.5023988708138245,30.74434026107792,-0.4997666467075244,17734599.348884154
XYZ721639,PGC040434,12.276257916532682,29.524866004583227,-1.4530808913449529,15688787.446931096
XYZ787182,PGC1133831,4.076552955365661,30.514970727189404,-0.6151504608082969,16827679.722754903
XYZ295668,NGC4222,71.19471978938668,28.395065386453496,-2.7891231009521036,17251930.403631672
XYZ492278,IC3017,9.815720175927666,29.751417757471504,-1.2830633887407077,16102608.318749294
XYZ918263,PGC040511,11.541629241418766,29.703261508585367,-1.4061784862272368,16668172.984055446
XYZ721688,IC3099,9.616065144101489,29.87100679199121,-1.2674435863654607,16892350.174550496
XYZ557850,PGC040957,33.29474444138157,28.88240814496972,-2.211443271686249,16548943.884847842
XYZ623395,NGC4412,5.350731200768624,30.32788583701327,-0.8218797425884499,16980603.291720267
XYZ688935,PGC040732,9.47181289974796,29.9477525644367,-1.2559550185908963,17407704.932046708
XYZ951084,PGC039639,7.653618965414946,29.849547100909,-1.093948992576613,15441846.061616335
XYZ197421,NGC4808,3.9978015605914377,30.61023548477909,-0.6003233372277119,17462714.929074593
XYZ426799,PGC042110,4.619233506348462,30.52050838568948,-0.710143733738142,17625052.685906596
XYZ426802,PGC1289726,4.547822373389713,30.240995689903265,-0.6983013937591658,15412014.776676876
XYZ525107,NGC4591,5.240485535171876,30.40936036695043,-0.8060554592779048,17501818.07698207
XYZ131891,PGC042679,6.0531740861413,30.27405111014864,-0.9156360030258335,17295671.284371477
XYZ951095,PGC039542,33.63455238010714,28.92777658290153,-2.219161430053214,16958506.515141927
XYZ328507,PGC042072,23.79190499903268,29.229271885714702,-1.9560132268473922,17260645.07979342
XYZ164669,IC3120,4.079965379034566,30.555989871484137,-0.615786451631853,17153599.445257004
XYZ262974,PGC1227738,4.136326630129658,30.10802503491731,-0.6262145295242172,14023225.343054894
XYZ820032,PGC1204412,5.523232807059379,30.22421254618277,-0.8459973589579277,16369747.517636552
XYZ230213,PGC1120414,49.2370221933348,28.65995117135449,-2.508824056515885,17129908.59471847
XYZ492361,LSBVCC378,9.821082485687576,29.530842963081707,-1.283478508903674,14550043.589482673
XYZ820044,NGC4429,5.430254919079112,30.184379403762232,-0.8330931800015524,15976973.56974267
XYZ688982,IC3665,4.689260525267377,30.32855657051703,-0.7215800748953407,16219121.570864622
XYZ721752,PGC041124,9.40879784321368,29.777104264484397,-1.2508813441176916,16054512.466638101
XYZ230236,AGC220133,3.761988652754999,30.707797128515168,-0.5541124792465786,17880593.15302528
XYZ197474,PGC038859,26.67960072308009,29.17869949241815,-2.0430840043984086,17553216.093628004
XYZ852843,PGC039584,19.020311062810464,29.20364408143653,-1.7858771212330267,15772634.537237188
XYZ656237,PGC038844,3.7084981886494215,30.47278700854488,-0.5432275006786458,15966249.141972914
XYZ557938,NGC4660,11.782481328120754,29.70752908509454,-1.4218768162306048,16822137.569532026
XYZ328567,PGC041156,1.4080360246277588,31.368796421969257,0.1928634016731216,17186466.824187487
XYZ295812,PGC040814,11.178575240294702,30.073522380132275,-1.3818850664186904,19547061.94757712
XYZ197522,PGC039757,1.964474896054499,30.994509759618907,-0.06026736407031824,16253819.2069609
XYZ820120,EVCC0259,2.8406895280378426,30.502280502184146,-0.3406036541242408,14742693.31655684
XYZ131992,PGC2806992,4.881449725551321,30.350664966272863,-0.7521107137848713,16617096.273168666
XYZ918426,PGC042442,5.117931424617174,30.456011063970468,-0.7880689264623475,17734379.513944697
XYZ459678,PGC1441122,12.643984265247235,30.04707463740426,-1.4755143745393464,20161266.130546104
XYZ361391,IC3292,7.805904736258245,29.952165956328653,-1.1089241004509298,16301141.277839756
XYZ459702,SDSSJ121443.03+103159.1,9.114617439799458,29.918589901890428,-1.2267366399797413,16945926.10885504
XYZ820165,NGC4387,15.302893066936612,29.4225004225184,-1.6205846432150277,16166537.468602302
XYZ394192,PGC041345,6.635208380134619,30.05120551388498,-0.9854174385088239,16118498.771800177
XYZ754641,NGC4277,15.93713693919225,29.41174964461142,-1.6514518415926343,16316999.387812713
XYZ590806,AGC227991,1.881574723381485,31.1900963155016,-0.027495547225019346,17519365.471759893
XYZ984026,PGC041206,10.97923218403472,29.652074610552763,-1.368208447646009,15997665.495811662
XYZ656352,PGC041716,7.271019379941685,30.12104682073051,-1.0549701860694678,17187131.5617038
XYZ918509,PGC039230,21.00662359340705,29.067471949759096,-1.8613767509121686,15338035.553738205
XYZ918511,RFGC2284,13.144058283371306,29.61101069672477,-1.5049967894643397,16718661.20982223
XYZ918523,UGC08382,7.038884366621629,30.11001864524197,-1.030307820382628,16906950.966693558
XYZ394240,NGC4733,4.189137056316586,30.58755996594476,-0.6358574761216116,17566429.150022816
XYZ230404,PGC040712,11.514276953923936,29.835173447302424,-1.4043750351936235,17697409.351789467
XYZ459781,NGC4762,5.305608819340876,30.16602554081441,-0.8154428059562888,15714250.40685358
XYZ427015,NGC4116,10.605514465962088,29.95622740592677,-1.34188560240644,18181202.403997216
XYZ984086,PGC039144,18.9367719670779,29.546142771023227,-1.7825313955008812,18438892.540180553
XYZ754712,PGC039621,13.986880119373604,29.35778345466616,-1.5522360858121143,15205612.127797792
XYZ459805,PGC083546,56.55686268099242,28.59807372448906,-2.614172520548234,17476290.25215493
XYZ394270,NGC4486B,2.108813868361875,31.064891882135456,-0.11415795938424206,17211153.118381374
XYZ328735,PGC042087,17.16216287426834,29.591833887153456,-1.7077400708322819,18193438.690544203
XYZ623652,NGC4455,8.493409290543301,30.191674129934256,-1.1730829702128016,18747847.83819113
XYZ459813,KKH80,1.5728722807206792,31.59641084862832,0.10871612429431438,19839875.60701816
XYZ754729,PGC043119,11.25197520675168,29.67996390359268,-1.3868595748984904,16344238.675866371
XYZ623664,PGC042902,11.415826171741346,29.872630438850287,-1.3978481116276387,17951291.94962838
XYZ820290,UGC08032,3.323603705074067,30.732982679262037,-0.4599393004096877,17321456.03857966
XYZ689228,PGC1166504,6.584835325354724,30.19486409368917,-0.9796250165032163,17175042.564652562
XYZ492631,NGC4599,7.973245860149431,29.93889296976999,-1.1250464390587087,16322545.26952031
XYZ263257,PGC041325,4.289212313887698,30.459756268211297,-0.65380184852742,16699813.587763945
XYZ656481,SDSSJ121845.12+061547.3,5.0098593922254695,30.258121142294986,-0.7718468002455825,16069175.299052065
XYZ820322,UGC06747,28.265772869889297,29.18339614605924,-2.086980774913786,17950451.810829747
XYZ132194,SDSSJ122825.86+111424.9,4.358802287874079,30.401865967255024,-0.6660348303215675,16352349.453038273
XYZ361574,UGC07236,7.318133991058594,30.285450992748142,-1.0598794878095277,18580872.1943747
XYZ689255,SDSSJ122155.85+174052.5,4.14178774840509,30.64360861455787,-0.6272173955478204,17954164.584915124
XYZ558183,NGC4629,3.573272943111738,30.660121609063864,-0.5149940877458783,17179999.203559637
XYZ558188,PGC041454,1.5264111262533735,31.480789254261104,0.13150662868650748,18614720.733277958
XYZ230522,PGC086641,14.979200525579865,29.697756448669534,-1.6043345434421112,18214539.606486436
XYZ951419,UGC07138,11.078971513066415,29.721201896700105,-1.3750821695005107,16567493.666542344
XYZ361594,IC3414,4.323959489387556,30.2834074238628,-0.6599345446964475,15440750.082262939
XYZ459903,IC3118,2.0179334616076856,31.061142946002025,-0.08067488702653242,16918566.650179096
XYZ590982,PGC1475898,4.243192048850641,30.635987455565573,-0.6456025897577311,18043384.713448588
XYZ230535,AGC227973,7.415757201231897,29.99247633498644,-1.0699519275278997,16311190.22146519
XYZ230538,PGC041137,4.273901715693844,30.465580457518005,-0.6510838226329811,16723718.781123867
XYZ230540,PGC041782,18.85168127757821,29.337018980420872,-1.7791083209609793,16719583.719761241
XYZ918671,PGC039265,5.815472822339493,30.1678647659908,-0.8851864408427907,16240905.575172959
XYZ197777,PGC1172855,4.03702122019679,30.49182619223696,-0.6077436747870635,16592582.031184813
XYZ296082,NGC4343,4.810614272394538,30.06810265828434,-0.7410001823738062,14515117.912169442
XYZ689317,PGC041805,44.73838635280271,28.60558562357513,-2.4359972308725277,16155357.424790272
XYZ623788,SDSSJ114717.56+162004.5,0.706894345835653,31.832358067212223,0.7166157506188272,16716619.733292183
XYZ165040,PGC1215961,2.2323106311134557,31.205528428693693,-0.15741563962738486,18732201.19274284
XYZ263344,IC3096,8.314158318196393,30.024336059453027,-1.1568698794143668,17228250.895268597
XYZ296117,IC3227,6.0146816962225,30.33187503659265,-0.9107871509748511,17722804.120551076
XYZ656566,PGC040462,3.594888094755637,30.45843334010969,-0.5195780870686975,15689253.689148733
XYZ984254,NGC4316,1.0937919280971486,31.460240725005885,0.38481957230374036,16409079.931412207
XYZ787654,IC3414,8.379436348379164,29.71627116343949,-1.1628143349831919,14990533.858968245
XYZ394438,IC3311,6.054204367309786,30.201518633987572,-0.9157653625294175,16728492.243227087
XYZ689353,IC0769,19.74219050302394,29.25190543794919,-1.8141907664863235,16338765.546043245
XYZ361681,AGC229124,7.608103772695495,30.08686666476292,-1.0894153548945307,17189229.25761718
XYZ623838,NGC4598,11.419527973525364,29.6574094634496,-1.3980945441987074,16259260.960701345
XYZ918776,IC3355,5.405482348862456,30.41384921290861,-0.8296177699430205,17729373.797685616
XYZ263425,IC3430,8.942959906427099,29.85667707436083,-1.212285265286096,16360345.387263196
XYZ754954,AGC742507,6.0566863492956085,30.06620852997708,-0.9160769035520426,15720164.514667166
XYZ558348,PGC039488,7.651173879790656,30.121123442339364,-1.0937061307173377,17497093.581577733
XYZ591121,PGC040461,4.502955604362858,30.400091701446275,-0.6907654935779006,16526140.436638365
XYZ984349,IC3461,13.731940389651196,29.648716268944145,-1.5382541367264573,17274046.372467592
XYZ558379,NGC4424,1.775622642021394,31.220146435468585,0.016557437272824993,17406754.31743689
XYZ558380,SDSSJ121811.60+043840.2,2.46644362611956,31.084963057099337,-0.2332266715164632,18350079.313700885
XYZ460083,SDSSJ122243.57+052723.0,5.549111995257782,30.35318383229617,-0.8495504352541612,17399904.053749397
XYZ492861,PGC043888,2.737261445731855,30.83669225905044,-0.3124129284891381,16975439.905550133
XYZ460095,PGC041917,6.926637774313773,29.988199710030727,-1.0180893163991052,15894900.194518663
XYZ460097,UGC07943,5.454613623816561,30.38120651710697,-0.8364951025591651,17520251.009390768
XYZ820549,PGC039012,13.173646050314256,29.73476693614193,-1.5067058484966611,17713099.2847769
XYZ689478,PGC040835,3.738334764183865,30.84625879987612,-0.5493182732484962,19015835.624055203
XYZ394568,PGC041356,9.572688898767396,29.512896957363782,-1.264007226679937,14301475.182587832
XYZ394586,PGC1292491,11.442341230116588,29.91840269781402,-1.3996114841480962,18348595.912484568
XYZ394591,PGC043019,15.001891019460768,29.359067713462203,-1.6054850504980467,15592313.307688762
XYZ361824,NGC4273,5.529259129449106,30.251774243923983,-0.8468262260412844,16585176.360100616
XYZ132454,PGC135809,13.7807560259335,29.58098567464388,-1.5409513727377462,16764376.641806226
XYZ853354,NGC4416,8.237037810174344,30.074613957132826,-1.1497865680121149,17574383.738295786
XYZ787826,PGC038771,9.011066451013134,29.9916269995824,-1.2180518910332416,17455640.062240127
XYZ984441,KK173,1.8688225885726573,31.13334894178239,-0.022326625144284296,17026881.4942649
XYZ132480,IC3328,4.136264296665692,30.50607222081008,-0.6262030751225605,16844381.120198745
XYZ460171,PGC041994,7.88688966774953,29.99748915164049,-1.1167692365979174,16705199.928066181
XYZ820622,IC3518,10.39899959072318,29.855535151026825,-1.3269388999002278,17238314.911352985
XYZ230799,PGC1374673,8.389319248961938,29.96897909671807,-1.1637102696414696,16847593.422178354
XYZ918931,NGC4239,0.925903841409098,31.67302847187053,0.5114767856315484,17073019.53494026
XYZ820628,PGC1183373,12.338951370944066,29.660021195717167,-1.4569526858738242,16726103.364285322
XYZ853402,AGC219628,4.266049245936855,30.3365722056736,-0.649686026890955,15748951.534586452
XYZ853408,IC3637,20.96626256169157,29.409846626754877,-1.8599149566429343,17945365.850456636
XYZ951724,PGC1376175,23.647473293925227,29.12284083101052,-1.9513849685683267,16400049.539355835
XYZ722349,NGC4387,4.9991541348422,30.41748195244302,-0.7702208820246912,17279873.820666216
XYZ984494,AGC221089,12.958941341587243,29.61859289747909,-1.4942158718834664,16694051.68976154
XYZ853430,SDSSJ122358.19+072701.7,2.1535511291182856,30.854658987019118,-0.13011408313685385,15738183.838947529
XYZ656827,VCC565,4.39211368935513,30.269206710179827,-0.6718215731723203,15424306.857244663
XYZ263612,PGC1177211,5.418870206715285,30.36441152719428,-0.8314979614222182,17345303.276230365
XYZ132564,IC3473,12.438452226094697,29.45338197310379,-1.4630574100722882,15250633.229859449
XYZ525781,PGC043180,5.8800782667926095,30.227967161566596,-0.8935838543783055,16761396.635628184
XYZ951766,Mrk51,4.937776005538649,30.41720978067905,-0.7608310109435614,17203157.217644654
XYZ656853,UGCA298,14.186575495526633,29.492938350425923,-1.5630113483120798,16262598.489389911
XYZ329182,PGC1186061,4.341962060363784,30.33486260897213,-0.6630925517715149,15834014.275398744
XYZ394727,IC3097,11.31743425811572,29.798287245189425,-1.3912686086603603,17294625.841882706
XYZ198119,PGC041182,6.720071478571869,30.037790317211293,-0.9950771561441898,16090646.53215134
XYZ755178,UGC07038,10.914715008109404,29.712223456697934,-1.3637287857666907,16413093.687292298
XYZ787960,PGC040408,2.78268030278118,30.68927243613448,-0.3249213988234943,15952867.827251673
XYZ624122,PGC040867,10.368156519076068,29.68024870812266,-1.3246811615516705,15884954.453892436
XYZ132605,NGC4571,1.187962006039406,31.58848473920947,0.32204502701157767,17917934.407969233
XYZ263682,IC3571,4.371469179989371,30.60923850101421,-0.6682404738466627,18009256.97012609
XYZ230926,AGC226061,9.511365859559683,29.72724349645259,-1.2591224219599415,15749732.562816793
XYZ198161,PGC040604,35.3280998799995,28.9941739154786,-2.256500495807224,17788317.90052706
XYZ853522,PGC038980,16.423804187959014,29.296318749417008,-1.6743150100404975,15636039.24828653
XYZ624146,PGC040547,6.375344859323182,30.214108896092377,-0.9550505698778375,17132939.9691295
XYZ656913,PGC039996,3.0742970303832804,30.70589721924458,-0.4006728301529476,16646157.899535127
XYZ525846,PGC041507,6.310357461332602,29.9696816189102,-0.9472628355575199,15254180.847068442
